fid,zone,zoneId,dong,unitType,floor,floors,viewAngle,maxGap,angleRange,distanceMin,distanceMax
2-17,2구역,2,103,25,24,25,1,1,274~274,248,248
2-17,2구역,2,103,25,25,25,1,1,274~274,248,248
2-18,2구역,2,104,60,1,49,41,7,355~1,326,369
2-18,2구역,2,104,60,2,49,41,7,355~1,326,369
2-18,2구역,2,104,60,3,49,41,7,355~1,326,369
2-18,2구역,2,104,60,4,49,41,7,355~1,326,369
2-18,2구역,2,104,60,5,49,41,7,355~1,326,369
2-18,2구역,2,104,60,6,49,41,7,355~1,326,369
2-18,2구역,2,104,60,7,49,41,7,355~1,326,369
2-18,2구역,2,104,60,8,49,41,7,355~1,326,369
2-18,2구역,2,104,60,9,49,41,7,355~1,326,369
2-18,2구역,2,104,60,10,49,41,7,355~1,326,369
2-18,2구역,2,104,60,11,49,41,7,355~1,326,369
2-18,2구역,2,104,60,12,49,41,7,355~1,326,369
2-18,2구역,2,104,60,13,49,41,7,355~1,326,369
2-18,2구역,2,104,60,14,49,41,7,355~1,326,369
2-18,2구역,2,104,60,15,49,41,7,355~1,326,369
2-18,2구역,2,104,60,16,49,41,7,355~1,326,369
2-18,2구역,2,104,60,17,49,41,7,355~1,326,369
2-18,2구역,2,104,60,18,49,41,7,355~1,326,369
2-18,2구역,2,104,60,19,49,41,7,355~1,326,369
2-18,2구역,2,104,60,20,49,41,7,355~1,326,369
2-18,2구역,2,104,60,21,49,49,12,355~6,326,435
2-18,2구역,2,104,60,22,49,49,12,355~6,326,435
2-18,2구역,2,104,60,23,49,49,12,355~6,326,435
2-18,2구역,2,104,60,24,49,49,12,355~6,326,435
2-18,2구역,2,104,60,25,49,49,12,355~6,326,435
2-18,2구역,2,104,60,26,49,49,12,355~6,326,435
2-18,2구역,2,104,60,27,49,49,12,355~6,326,435
2-18,2구역,2,104,60,28,49,49,12,355~6,326,435
2-18,2구역,2,104,60,29,49,49,12,355~6,326,435
2-18,2구역,2,104,60,30,49,49,12,355~6,326,435
2-18,2구역,2,104,60,31,49,49,12,355~6,326,435
2-18,2구역,2,104,60,32,49,49,12,355~6,326,435
2-18,2구역,2,104,60,33,49,49,12,355~6,326,435
2-18,2구역,2,104,60,34,49,49,12,355~6,326,435
2-18,2구역,2,104,60,35,49,49,12,355~6,326,435
2-18,2구역,2,104,60,36,49,49,12,355~6,326,435
2-18,2구역,2,104,60,37,49,49,12,355~6,326,435
2-18,2구역,2,104,60,38,49,49,12,355~6,326,435
2-18,2구역,2,104,60,39,49,49,12,355~6,326,435
2-18,2구역,2,104,60,40,49,49,12,355~6,326,435
2-18,2구역,2,104,60,41,49,49,12,355~6,326,435
2-18,2구역,2,104,60,42,49,49,12,355~6,326,435
2-18,2구역,2,104,60,43,49,49,12,355~6,326,435
2-18,2구역,2,104,60,44,49,49,12,355~6,326,435
2-18,2구역,2,104,60,45,49,49,12,355~6,326,435
2-18,2구역,2,104,60,46,49,82,12,355~6,326,435
2-18,2구역,2,104,60,47,49,82,12,355~6,326,435
2-18,2구역,2,104,60,48,49,82,12,355~6,326,435
2-18,2구역,2,104,60,49,49,82,12,355~6,326,435
2-19,2구역,2,104,"51,52",1,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",2,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",3,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",4,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",5,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",6,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",7,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",8,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",9,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",10,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",11,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",12,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",13,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",14,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",15,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",16,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",17,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",18,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",19,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",20,49,38,29,329~357,249,370
2-19,2구역,2,104,"51,52",21,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",22,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",23,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",24,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",25,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",26,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",27,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",28,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",29,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",30,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",31,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",32,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",33,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",34,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",35,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",36,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",37,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",38,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",39,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",40,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",41,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",42,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",43,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",44,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",45,49,46,31,329~359,249,391
2-19,2구역,2,104,"51,52",46,49,57,31,329~359,249,391
2-19,2구역,2,104,"51,52",47,49,57,31,329~359,249,391
2-19,2구역,2,104,"51,52",48,49,57,31,329~359,249,391
2-19,2구역,2,104,"51,52",49,49,57,31,329~359,249,391
2-20,2구역,2,104,41,1,49,11,2,336~337,308,309
2-20,2구역,2,104,41,2,49,11,2,336~337,308,309
2-20,2구역,2,104,41,3,49,11,2,336~337,308,309
2-20,2구역,2,104,41,4,49,11,2,336~337,308,309
2-20,2구역,2,104,41,5,49,11,2,336~337,308,309
2-20,2구역,2,104,41,6,49,11,2,336~337,308,309
2-20,2구역,2,104,41,7,49,11,2,336~337,308,309
2-20,2구역,2,104,41,8,49,11,2,336~337,308,309
2-20,2구역,2,104,41,9,49,11,2,336~337,308,309
2-20,2구역,2,104,41,10,49,11,2,336~337,308,309
2-20,2구역,2,104,41,11,49,11,2,336~337,308,309
2-20,2구역,2,104,41,12,49,11,2,336~337,308,309
2-20,2구역,2,104,41,13,49,11,2,336~337,308,309
2-20,2구역,2,104,41,14,49,11,2,336~337,308,309
2-20,2구역,2,104,41,15,49,11,2,336~337,308,309
2-20,2구역,2,104,41,16,49,11,2,336~337,308,309
2-20,2구역,2,104,41,17,49,11,2,336~337,308,309
2-20,2구역,2,104,41,18,49,11,2,336~337,308,309
2-20,2구역,2,104,41,19,49,11,2,336~337,308,309
2-20,2구역,2,104,41,20,49,11,2,336~337,308,309
2-20,2구역,2,104,41,21,49,12,2,336~337,308,309
2-20,2구역,2,104,41,22,49,12,2,336~337,308,309
2-20,2구역,2,104,41,23,49,12,2,336~337,308,309
2-20,2구역,2,104,41,24,49,12,2,336~337,308,309
2-20,2구역,2,104,41,25,49,12,2,336~337,308,309
2-20,2구역,2,104,41,26,49,12,2,336~337,308,309
2-20,2구역,2,104,41,27,49,12,2,336~337,308,309
2-20,2구역,2,104,41,28,49,12,2,336~337,308,309
2-20,2구역,2,104,41,29,49,12,2,336~337,308,309
2-20,2구역,2,104,41,30,49,12,2,336~337,308,309
2-20,2구역,2,104,41,31,49,12,2,336~337,308,309
2-20,2구역,2,104,41,32,49,12,2,336~337,308,309
2-20,2구역,2,104,41,33,49,12,2,336~337,308,309
2-20,2구역,2,104,41,34,49,12,2,336~337,308,309
2-20,2구역,2,104,41,35,49,12,2,336~337,308,309
2-20,2구역,2,104,41,36,49,12,2,336~337,308,309
2-20,2구역,2,104,41,37,49,12,2,336~337,308,309
2-20,2구역,2,104,41,38,49,12,2,336~337,308,309
2-20,2구역,2,104,41,39,49,12,2,336~337,308,309
2-20,2구역,2,104,41,40,49,12,2,336~337,308,309
2-20,2구역,2,104,41,41,49,12,2,336~337,308,309
2-20,2구역,2,104,41,42,49,12,2,336~337,308,309
2-20,2구역,2,104,41,43,49,12,2,336~337,308,309
2-20,2구역,2,104,41,44,49,12,2,336~337,308,309
2-20,2구역,2,104,41,45,49,12,2,336~337,308,309
2-20,2구역,2,104,41,46,49,12,2,336~337,308,309
2-20,2구역,2,104,41,47,49,12,2,336~337,308,309
2-20,2구역,2,104,41,48,49,12,2,336~337,308,309
2-20,2구역,2,104,41,49,49,12,2,336~337,308,309
2-21,2구역,2,104,32,1,49,1,1,285~285,254,254
2-21,2구역,2,104,32,2,49,1,1,285~285,254,254
2-21,2구역,2,104,32,3,49,1,1,285~285,254,254
2-21,2구역,2,104,32,4,49,1,1,285~285,254,254
2-21,2구역,2,104,32,5,49,1,1,285~285,254,254
2-21,2구역,2,104,32,6,49,1,1,285~285,254,254
2-21,2구역,2,104,32,7,49,1,1,285~285,254,254
2-21,2구역,2,104,32,8,49,1,1,285~285,254,254
2-21,2구역,2,104,32,9,49,1,1,285~285,254,254
2-21,2구역,2,104,32,10,49,1,1,285~285,254,254
2-21,2구역,2,104,32,11,49,1,1,285~285,254,254
2-21,2구역,2,104,32,12,49,1,1,285~285,254,254
2-21,2구역,2,104,32,13,49,1,1,285~285,254,254
2-21,2구역,2,104,32,14,49,1,1,285~285,254,254
2-21,2구역,2,104,32,15,49,1,1,285~285,254,254
2-21,2구역,2,104,32,16,49,1,1,285~285,254,254
2-21,2구역,2,104,32,17,49,1,1,285~285,254,254
2-21,2구역,2,104,32,18,49,1,1,285~285,254,254
2-21,2구역,2,104,32,19,49,1,1,285~285,254,254
2-21,2구역,2,104,32,20,49,1,1,285~285,254,254
2-21,2구역,2,104,32,21,49,1,1,285~285,254,254
2-21,2구역,2,104,32,22,49,1,1,285~285,254,254
2-21,2구역,2,104,32,23,49,1,1,285~285,254,254
2-21,2구역,2,104,32,24,49,1,1,285~285,254,254
2-21,2구역,2,104,32,25,49,1,1,285~285,254,254
2-21,2구역,2,104,32,26,49,8,2,263~264,317,326
2-21,2구역,2,104,32,27,49,8,2,263~264,317,326
2-21,2구역,2,104,32,28,49,8,2,263~264,317,326
2-21,2구역,2,104,32,29,49,8,2,263~264,317,326
2-21,2구역,2,104,32,30,49,8,2,263~264,317,326
2-21,2구역,2,104,32,31,49,8,2,263~264,317,326
2-21,2구역,2,104,32,32,49,8,2,263~264,317,326
2-21,2구역,2,104,32,33,49,8,2,263~264,317,326
2-21,2구역,2,104,32,34,49,8,2,263~264,317,326
2-21,2구역,2,104,32,35,49,8,2,263~264,317,326
2-21,2구역,2,104,32,36,49,8,2,263~264,317,326
2-21,2구역,2,104,32,37,49,8,2,263~264,317,326
2-21,2구역,2,104,32,38,49,8,2,263~264,317,326
2-21,2구역,2,104,32,39,49,8,2,263~264,317,326
2-21,2구역,2,104,32,40,49,8,2,263~264,317,326
2-21,2구역,2,104,32,41,49,8,2,263~264,317,326
2-21,2구역,2,104,32,42,49,8,2,263~264,317,326
2-21,2구역,2,104,32,43,49,8,2,263~264,317,326
2-21,2구역,2,104,32,44,49,8,2,263~264,317,326
2-21,2구역,2,104,32,45,49,8,2,263~264,317,326
2-21,2구역,2,104,32,46,49,8,2,263~264,317,326
2-21,2구역,2,104,32,47,49,8,2,263~264,317,326
2-21,2구역,2,104,32,48,49,8,2,263~264,317,326
2-21,2구역,2,104,32,49,49,8,2,263~264,317,326
2-22,2구역,2,104,"45,46",1,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",2,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",3,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",4,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",5,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",6,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",7,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",8,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",9,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",10,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",11,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",12,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",13,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",14,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",15,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",16,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",17,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",18,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",19,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",20,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",21,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",22,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",23,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",24,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",25,49,6,2,284~285,236,237
2-22,2구역,2,104,"45,46",26,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",27,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",28,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",29,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",30,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",31,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",32,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",33,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",34,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",35,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",36,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",37,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",38,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",39,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",40,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",41,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",42,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",43,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",44,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",45,49,11,2,265~266,285,293
2-22,2구역,2,104,"45,46",46,49,18,2,265~266,285,293
2-22,2구역,2,104,"45,46",47,49,18,2,265~266,285,293
2-22,2구역,2,104,"45,46",48,49,18,2,265~266,285,293
2-22,2구역,2,104,"45,46",49,49,18,2,265~266,285,293
2-23,2구역,2,105,79,1,65,32,4,299~302,222,224
2-23,2구역,2,105,79,2,65,32,4,299~302,222,224
2-23,2구역,2,105,79,3,65,32,4,299~302,222,224
2-23,2구역,2,105,79,4,65,32,4,299~302,222,224
2-23,2구역,2,105,79,5,65,32,4,299~302,222,224
2-23,2구역,2,105,79,6,65,32,4,299~302,222,224
2-23,2구역,2,105,79,7,65,32,4,299~302,222,224
2-23,2구역,2,105,79,8,65,32,4,299~302,222,224
2-23,2구역,2,105,79,9,65,32,4,299~302,222,224
2-23,2구역,2,105,79,10,65,32,4,299~302,222,224
2-23,2구역,2,105,79,11,65,32,4,299~302,222,224
2-23,2구역,2,105,79,12,65,32,4,299~302,222,224
2-23,2구역,2,105,79,13,65,32,4,299~302,222,224
2-23,2구역,2,105,79,14,65,32,4,299~302,222,224
2-23,2구역,2,105,79,15,65,32,4,299~302,222,224
2-23,2구역,2,105,79,16,65,32,4,299~302,222,224
2-23,2구역,2,105,79,17,65,32,4,299~302,222,224
2-23,2구역,2,105,79,18,65,32,4,299~302,222,224
2-23,2구역,2,105,79,19,65,32,4,299~302,222,224
2-23,2구역,2,105,79,20,65,32,4,299~302,222,224
2-23,2구역,2,105,79,21,65,41,4,293~296,225,227
2-23,2구역,2,105,79,22,65,41,4,293~296,225,227
2-23,2구역,2,105,79,23,65,41,4,293~296,225,227
2-23,2구역,2,105,79,24,65,41,4,293~296,225,227
2-23,2구역,2,105,79,25,65,41,4,293~296,225,227
2-23,2구역,2,105,79,26,65,41,4,293~296,225,227
2-23,2구역,2,105,79,27,65,41,4,293~296,225,227
2-23,2구역,2,105,79,28,65,41,4,293~296,225,227
2-23,2구역,2,105,79,29,65,41,4,293~296,225,227
2-23,2구역,2,105,79,30,65,41,4,293~296,225,227
2-23,2구역,2,105,79,31,65,41,4,293~296,225,227
2-23,2구역,2,105,79,32,65,41,4,293~296,225,227
2-23,2구역,2,105,79,33,65,41,4,293~296,225,227
2-23,2구역,2,105,79,34,65,41,4,293~296,225,227
2-23,2구역,2,105,79,35,65,41,4,293~296,225,227
2-23,2구역,2,105,79,36,65,41,4,293~296,225,227
2-23,2구역,2,105,79,37,65,41,4,293~296,225,227
2-23,2구역,2,105,79,38,65,41,4,293~296,225,227
2-23,2구역,2,105,79,39,65,41,4,293~296,225,227
2-23,2구역,2,105,79,40,65,41,4,293~296,225,227
2-23,2구역,2,105,79,41,65,41,4,293~296,225,227
2-23,2구역,2,105,79,42,65,41,4,293~296,225,227
2-23,2구역,2,105,79,43,65,41,4,293~296,225,227
2-23,2구역,2,105,79,44,65,41,4,293~296,225,227
2-23,2구역,2,105,79,45,65,41,4,293~296,225,227
2-23,2구역,2,105,79,46,65,64,5,253~257,323,344
2-23,2구역,2,105,79,47,65,64,5,253~257,323,344
2-23,2구역,2,105,79,48,65,64,5,253~257,323,344
2-23,2구역,2,105,79,49,65,64,5,253~257,323,344
2-23,2구역,2,105,79,50,65,75,7,358~4,389,454
2-23,2구역,2,105,79,51,65,75,7,358~4,389,454
2-23,2구역,2,105,79,52,65,75,7,358~4,389,454
2-23,2구역,2,105,79,53,65,75,7,358~4,389,454
2-23,2구역,2,105,79,54,65,75,7,358~4,389,454
2-23,2구역,2,105,79,55,65,75,7,358~4,389,454
2-23,2구역,2,105,79,56,65,75,7,358~4,389,454
2-23,2구역,2,105,79,57,65,75,7,358~4,389,454
2-23,2구역,2,105,79,58,65,75,7,358~4,389,454
2-23,2구역,2,105,79,59,65,75,7,358~4,389,454
2-23,2구역,2,105,79,60,65,75,7,358~4,389,454
2-23,2구역,2,105,79,61,65,75,7,358~4,389,454
2-23,2구역,2,105,79,62,65,75,7,358~4,389,454
2-23,2구역,2,105,79,63,65,75,7,358~4,389,454
2-23,2구역,2,105,79,64,65,75,7,358~4,389,454
2-23,2구역,2,105,79,65,65,75,7,358~4,389,454
2-24,2구역,2,105,87,1,65,24,3,315~317,247,255
2-24,2구역,2,105,87,2,65,24,3,315~317,247,255
2-24,2구역,2,105,87,3,65,24,3,315~317,247,255
2-24,2구역,2,105,87,4,65,24,3,315~317,247,255
2-24,2구역,2,105,87,5,65,24,3,315~317,247,255
2-24,2구역,2,105,87,6,65,24,3,315~317,247,255
2-24,2구역,2,105,87,7,65,24,3,315~317,247,255
2-24,2구역,2,105,87,8,65,24,3,315~317,247,255
2-24,2구역,2,105,87,9,65,24,3,315~317,247,255
2-24,2구역,2,105,87,10,65,24,3,315~317,247,255
2-24,2구역,2,105,87,11,65,24,3,315~317,247,255
2-24,2구역,2,105,87,12,65,24,3,315~317,247,255
2-24,2구역,2,105,87,13,65,24,3,315~317,247,255
2-24,2구역,2,105,87,14,65,24,3,315~317,247,255
2-24,2구역,2,105,87,15,65,24,3,315~317,247,255
2-24,2구역,2,105,87,16,65,24,3,315~317,247,255
2-24,2구역,2,105,87,17,65,24,3,315~317,247,255
2-24,2구역,2,105,87,18,65,24,3,315~317,247,255
2-24,2구역,2,105,87,19,65,24,3,315~317,247,255
2-24,2구역,2,105,87,20,65,24,3,315~317,247,255
2-24,2구역,2,105,87,21,65,26,3,315~317,247,255
2-24,2구역,2,105,87,22,65,26,3,315~317,247,255
2-24,2구역,2,105,87,23,65,26,3,315~317,247,255
2-24,2구역,2,105,87,24,65,26,3,315~317,247,255
2-24,2구역,2,105,87,25,65,26,3,315~317,247,255
2-24,2구역,2,105,87,26,65,26,3,315~317,247,255
2-24,2구역,2,105,87,27,65,26,3,315~317,247,255
2-24,2구역,2,105,87,28,65,26,3,315~317,247,255
2-24,2구역,2,105,87,29,65,26,3,315~317,247,255
2-24,2구역,2,105,87,30,65,26,3,315~317,247,255
2-24,2구역,2,105,87,31,65,26,3,315~317,247,255
2-24,2구역,2,105,87,32,65,26,3,315~317,247,255
2-24,2구역,2,105,87,33,65,26,3,315~317,247,255
2-24,2구역,2,105,87,34,65,26,3,315~317,247,255
2-24,2구역,2,105,87,35,65,26,3,315~317,247,255
2-24,2구역,2,105,87,36,65,26,3,315~317,247,255
2-24,2구역,2,105,87,37,65,26,3,315~317,247,255
2-24,2구역,2,105,87,38,65,26,3,315~317,247,255
2-24,2구역,2,105,87,39,65,26,3,315~317,247,255
2-24,2구역,2,105,87,40,65,26,3,315~317,247,255
2-24,2구역,2,105,87,41,65,26,3,315~317,247,255
2-24,2구역,2,105,87,42,65,26,3,315~317,247,255
2-24,2구역,2,105,87,43,65,26,3,315~317,247,255
2-24,2구역,2,105,87,44,65,26,3,315~317,247,255
2-24,2구역,2,105,87,45,65,26,3,315~317,247,255
2-24,2구역,2,105,87,46,65,33,3,315~317,247,255
2-24,2구역,2,105,87,47,65,33,3,315~317,247,255
2-24,2구역,2,105,87,48,65,33,3,315~317,247,255
2-24,2구역,2,105,87,49,65,33,3,315~317,247,255
2-24,2구역,2,105,87,50,65,43,5,346~350,338,359
2-24,2구역,2,105,87,51,65,43,5,346~350,338,359
2-24,2구역,2,105,87,52,65,43,5,346~350,338,359
2-24,2구역,2,105,87,53,65,43,5,346~350,338,359
2-24,2구역,2,105,87,54,65,43,5,346~350,338,359
2-24,2구역,2,105,87,55,65,43,5,346~350,338,359
2-24,2구역,2,105,87,56,65,43,5,346~350,338,359
2-24,2구역,2,105,87,57,65,43,5,346~350,338,359
2-24,2구역,2,105,87,58,65,43,5,346~350,338,359
2-24,2구역,2,105,87,59,65,43,5,346~350,338,359
2-24,2구역,2,105,87,60,65,43,5,346~350,338,359
2-24,2구역,2,105,87,61,65,43,5,346~350,338,359
2-24,2구역,2,105,87,62,65,43,5,346~350,338,359
2-24,2구역,2,105,87,63,65,43,5,346~350,338,359
2-24,2구역,2,105,87,64,65,43,5,346~350,338,359
2-24,2구역,2,105,87,65,65,43,5,346~350,338,359
2-25,2구역,2,105,32,1,65,2,1,331~331,310,310
2-25,2구역,2,105,32,2,65,2,1,331~331,310,310
2-25,2구역,2,105,32,3,65,2,1,331~331,310,310
2-25,2구역,2,105,32,4,65,2,1,331~331,310,310
2-25,2구역,2,105,32,5,65,2,1,331~331,310,310
2-25,2구역,2,105,32,6,65,2,1,331~331,310,310
2-25,2구역,2,105,32,7,65,2,1,331~331,310,310
2-25,2구역,2,105,32,8,65,2,1,331~331,310,310
2-25,2구역,2,105,32,9,65,2,1,331~331,310,310
2-25,2구역,2,105,32,10,65,2,1,331~331,310,310
2-25,2구역,2,105,32,11,65,2,1,331~331,310,310
2-25,2구역,2,105,32,12,65,2,1,331~331,310,310
2-25,2구역,2,105,32,13,65,2,1,331~331,310,310
2-25,2구역,2,105,32,14,65,2,1,331~331,310,310
2-25,2구역,2,105,32,15,65,2,1,331~331,310,310
2-25,2구역,2,105,32,16,65,2,1,331~331,310,310
2-25,2구역,2,105,32,17,65,2,1,331~331,310,310
2-25,2구역,2,105,32,18,65,2,1,331~331,310,310
2-25,2구역,2,105,32,19,65,2,1,331~331,310,310
2-25,2구역,2,105,32,20,65,2,1,331~331,310,310
2-25,2구역,2,105,32,21,65,3,1,331~331,310,310
2-25,2구역,2,105,32,22,65,3,1,331~331,310,310
2-25,2구역,2,105,32,23,65,3,1,331~331,310,310
2-25,2구역,2,105,32,24,65,3,1,331~331,310,310
2-25,2구역,2,105,32,25,65,3,1,331~331,310,310
2-25,2구역,2,105,32,26,65,3,1,331~331,310,310
2-25,2구역,2,105,32,27,65,3,1,331~331,310,310
2-25,2구역,2,105,32,28,65,3,1,331~331,310,310
2-25,2구역,2,105,32,29,65,3,1,331~331,310,310
2-25,2구역,2,105,32,30,65,3,1,331~331,310,310
2-25,2구역,2,105,32,31,65,3,1,331~331,310,310
2-25,2구역,2,105,32,32,65,3,1,331~331,310,310
2-25,2구역,2,105,32,33,65,3,1,331~331,310,310
2-25,2구역,2,105,32,34,65,3,1,331~331,310,310
2-25,2구역,2,105,32,35,65,3,1,331~331,310,310
2-25,2구역,2,105,32,36,65,3,1,331~331,310,310
2-25,2구역,2,105,32,37,65,3,1,331~331,310,310
2-25,2구역,2,105,32,38,65,3,1,331~331,310,310
2-25,2구역,2,105,32,39,65,3,1,331~331,310,310
2-25,2구역,2,105,32,40,65,3,1,331~331,310,310
2-25,2구역,2,105,32,41,65,3,1,331~331,310,310
2-25,2구역,2,105,32,42,65,3,1,331~331,310,310
2-25,2구역,2,105,32,43,65,3,1,331~331,310,310
2-25,2구역,2,105,32,44,65,3,1,331~331,310,310
2-25,2구역,2,105,32,45,65,3,1,331~331,310,310
2-25,2구역,2,105,32,46,65,3,1,331~331,310,310
2-25,2구역,2,105,32,47,65,3,1,331~331,310,310
2-25,2구역,2,105,32,48,65,3,1,331~331,310,310
2-25,2구역,2,105,32,49,65,3,1,331~331,310,310
2-25,2구역,2,105,32,50,65,6,1,331~331,310,310
2-25,2구역,2,105,32,51,65,6,1,331~331,310,310
2-25,2구역,2,105,32,52,65,6,1,331~331,310,310
2-25,2구역,2,105,32,53,65,6,1,331~331,310,310
2-25,2구역,2,105,32,54,65,6,1,331~331,310,310
2-25,2구역,2,105,32,55,65,6,1,331~331,310,310
2-25,2구역,2,105,32,56,65,6,1,331~331,310,310
2-25,2구역,2,105,32,57,65,6,1,331~331,310,310
2-25,2구역,2,105,32,58,65,6,1,331~331,310,310
2-25,2구역,2,105,32,59,65,6,1,331~331,310,310
2-25,2구역,2,105,32,60,65,6,1,331~331,310,310
2-25,2구역,2,105,32,61,65,6,1,331~331,310,310
2-25,2구역,2,105,32,62,65,6,1,331~331,310,310
2-25,2구역,2,105,32,63,65,6,1,331~331,310,310
2-25,2구역,2,105,32,64,65,15,1,285~285,287,287
2-25,2구역,2,105,32,65,65,15,1,285~285,287,287
2-26,2구역,2,105,"51,52",1,65,0,0,,0,0
2-26,2구역,2,105,"51,52",2,65,0,0,,0,0
2-26,2구역,2,105,"51,52",3,65,0,0,,0,0
2-26,2구역,2,105,"51,52",4,65,0,0,,0,0
2-26,2구역,2,105,"51,52",5,65,0,0,,0,0
2-26,2구역,2,105,"51,52",6,65,0,0,,0,0
2-26,2구역,2,105,"51,52",7,65,0,0,,0,0
2-26,2구역,2,105,"51,52",8,65,0,0,,0,0
2-26,2구역,2,105,"51,52",9,65,0,0,,0,0
2-26,2구역,2,105,"51,52",10,65,0,0,,0,0
2-26,2구역,2,105,"51,52",11,65,0,0,,0,0
2-26,2구역,2,105,"51,52",12,65,0,0,,0,0
2-26,2구역,2,105,"51,52",13,65,0,0,,0,0
